time,LB1,LB2,UC
53,148.089727787309,134.30475387647215,3.7510908747550147
54,145.682592993396,139.14493565251922,4.023973235002592
55,143.26686707079574,145.3561343061547,4.824841923214185
56,147.0219404597746,141.5369829566315,6.24134674679396
57,146.69754701848132,145.2130698464202,3.697307272152817
58,150.54052266943495,143.60197945255385,5.401583867713606
59,145.37019337105554,142.73312677383717,5.1582286063803435
60,151.39406227702693,138.9621335955799,2.2527833667190507
61,146.46408119381533,143.001948212258,2.161333341305554
62,144.90643522408112,145.21473200134355,6.940374885803065
63,143.86993610898645,143.23113182584825,5.962985973168203
64,142.00588825693907,136.5163791956738,4.495973633710516
65,145.27997306617883,141.7134218213926,6.543787409581748
66,149.75283693073536,138.67258456762642,4.994487077873955
67,146.4811663580166,149.5352287477507,9.98750203048985
68,147.19687181921978,144.32841592426402,5.2393963506468655
69,148.99856879358447,136.4634833089797,4.277615774323923
70,148.087718404316,139.9063924939642,7.631204035154148
71,151.84153511587186,149.2613739754022,4.860096970353142
72,154.378632619339,151.23068689389748,8.022197466419266
73,148.5459169577734,148.85904811915165,6.866769997229678
74,147.09620603093217,149.5103079408233,2.2232353429240646
75,153.47219737504804,148.97928549439382,6.321149260674485
76,158.6298019426719,145.22262463046297,6.4481928022490935
77,156.15199902456663,150.94179620233498,6.774579858032988
78,159.19653714565018,147.59252745283382,5.712616457361092
79,146.58937703399408,144.0256331210966,7.333707970190776
80,142.58379418252338,143.23746964474188,2.222939846177232
81,146.9860393684678,144.7603279331521,5.113465399393254
82,142.75470606249462,145.97726202177023,1.5135752992322398
83,135.40138474073368,132.10020676990058,3.8188490789767524
84,148.47370992885638,148.8970598844883,5.217007099190091
85,147.12620286656312,136.61045700158255,5.972742449542092
86,145.79042981393474,140.86126434105873,5.12020939422472
87,147.96233669730884,149.0752143791212,5.1195819762543024
88,148.10825958471193,143.26421406894232,3.274344817351868
89,145.1304188882004,147.48324153106535,6.215921363006241
90,144.73727398991582,147.79766860325728,5.353323690335333
91,145.37669934787576,142.67705576134009,2.7420467538263584
92,139.16916797245915,149.26812140405715,4.251514390759178
93,145.8766933692605,139.55204304533257,2.4451184679778453
94,151.5386155539353,140.76665059789337,5.426899547346218
95,142.83490930855535,137.44956788268132,5.540445379197331
96,144.42430468517156,138.7730931351867,8.373025138628536
97,143.64056673452492,141.10967263579457,6.964297537837643
98,154.32545930736526,137.2908250538145,2.8205636779554166
99,138.99994857034082,140.3546072469762,5.78703393389094
100,143.27168238866386,137.42271371298685,0.824994685936713
101,148.37017950696094,139.3857421598495,3.8458213904891227
102,143.1443388630531,148.7663654944228,5.365976127926714
103,145.44202681529612,141.86212547575462,5.582280329079018
104,146.8110438023986,136.33520337255757,5.287450691994647
105,146.3548533100836,149.26983668393487,6.016914517669946
106,146.2618115565175,141.5338635380026,4.555798273057621
107,142.68049881568237,143.18052832891254,5.498832413735869
108,148.43333598654417,146.03589705674122,6.846334889082619
109,142.57741778053375,140.37576005383465,6.25100856791769
110,141.47880927668618,133.51748984477734,5.007986037318935
111,140.34284291381644,147.95438715295884,6.067248107728285
112,143.33999958045743,149.66056748150783,1.7627810764023786
113,141.33404239720008,144.48139939986766,5.200176254204516
114,141.16574455925704,137.19881910974172,6.352613049657493
115,144.6616845446352,146.51559486960423,3.6970300559548055
116,140.2344055068002,143.3732516426837,6.297050158869061
117,142.52777545830563,142.4130577968532,2.3428002648432966
118,143.64588514186875,141.40322138101,1.7718697824168501
119,141.06488470565532,140.58578781524704,5.874679580450497
120,142.4822613236147,139.51153708455257,3.527845320865692
121,142.96498225124583,136.58938042527865,4.1391802246222555
122,147.9245275698639,142.40601955106817,6.776838546517158
123,138.78021121051947,136.0673261797268,7.406957935307732
124,148.57182692799677,138.29666945486414,3.754783276213721
125,143.15316201751654,142.91663255790772,7.117569557366038
126,144.86456426361326,141.5409617346535,5.2161742068001775
127,140.8380265829878,143.01226651626513,4.106178515967326
128,144.46200001302424,139.13004537639856,7.600555968360968
129,142.64871171720102,145.16508005121992,5.4745348481984815
130,147.03591199512212,145.3698652119354,6.714770464771602
131,144.35588388414084,140.80906241683894,4.779275196876386
132,143.579417667758,136.4366049009057,6.392735952203093
133,140.3536777964288,144.41804864187122,2.4734775440875687
134,150.6323417154327,140.57023580349465,6.165699259983988
135,146.7610976280081,139.6736894466751,1.9796582699399892
136,144.08819227776712,144.22214713707746,3.640694231828234
137,150.1477406158177,146.1178669974384,2.8161888928972623
138,146.1620864786204,141.33458550011127,4.131857059363196
139,145.57241771780053,146.10527685772504,5.665115799144602
140,149.00137643531554,135.94033690437828,5.257672160779168
141,139.5860395615511,143.37966684854402,6.940680526239378
142,143.84465656484673,140.46564220620797,5.041465464178824
143,143.7432866148917,136.89077515618135,5.885639887357627
144,146.26531552032583,144.25808095977044,4.9290175562299545
145,146.1405253616738,143.18495981726917,3.484973550306257
146,145.50909426930127,144.22475344158624,4.256125089181086
147,147.2503560554796,145.94882140573554,6.391552410943358
148,141.73548304052426,145.25964727081714,2.420388879336514
149,147.0429982177629,142.1573013249196,5.163653981351674
150,143.37031579275242,134.46368391195548,6.721742921358639
151,142.3574442215043,143.84649426740071,5.138849334327829
152,146.88967179559722,138.4029176061481,1.9637496265835543
153,149.46473598171542,141.1272499018096,1.9048248381352857
154,152.51078980303774,149.9709867060709,3.8436164729307363
155,145.25654210461485,144.37512909242926,5.315229205560499
156,148.78915450412313,144.8886647948369,4.569454845515927
157,154.3912176501156,145.42676716019255,2.3415033607646922
158,143.70607992995218,142.00952736574064,2.6736917764431065
159,151.30636587108185,137.42819452277652,3.514920534275239
160,138.86151920396853,148.43135526946278,3.822397663468013
161,138.32647880827628,137.83887770368284,6.908832736854441
162,144.44511120026232,146.3186055713214,7.821392992890394
163,143.06588598307482,142.58955889648328,4.326344312418158
164,149.0041704147771,148.22476071922586,7.069589414684459
165,143.03891173014247,135.8784313096157,4.78223724552709
166,146.29276548828514,140.24639547798458,4.043176873962383
167,141.9852438033792,141.6189155671243,3.296241995599057
168,143.8733139627569,138.003937133056,4.842984090950608
169,150.59394519991272,142.3354126277057,5.2468274229052785
170,148.22683291215037,141.71717577565673,3.647165518575771
171,147.35926154883387,144.51176574542484,3.3959643220506415
172,146.33258533642976,141.01505428408154,5.7856364591131895
173,143.57322964300874,138.85118891862624,4.25186229991919
174,138.91276097419416,148.98737919749635,3.33977620449768
175,139.14603273278502,149.96828444672127,6.9310051268986985
176,147.10336706790002,142.28449194898897,6.289779758175991
177,141.35316492014076,141.93144221454185,2.7120783654679275
178,142.71272031754253,135.2235570563873,6.332949320917995
179,143.61619871635952,139.85128947005097,7.032643096479264
180,144.46004330978542,143.78540149098254,4.201538410779977
181,141.778190008884,144.59453101979935,6.082056212236126
182,141.78894578469075,141.8988301744881,3.159283310373964
183,143.9971393847391,146.30355624290695,7.005920758695744
184,148.22025086814875,141.1249512434663,5.113822286544913
185,141.6728523594107,137.95622477646842,7.553115676466988
186,145.83086325210104,136.99969833069343,1.6150562636201018
187,150.51452674663042,143.1580628799537,0.412584044181906
188,145.78881161103138,140.9837677471867,8.253358470684857
189,144.6506200836543,140.41400401257354,8.45312889642742
190,146.8188921975143,146.89317964654546,5.081950472427534
191,145.71168617137874,144.17754121912043,5.900991412540737
192,145.41748441975284,135.8310239800371,3.36696814829988
193,139.3506875319242,141.44106266981697,4.834180086910926
194,141.02904716715193,145.40924633038594,3.488176028854225
195,145.76415076068355,142.6187647759061,9.874814295877524
196,146.53935332857634,143.2511850181888,6.115725732870206
197,147.11857087833403,150.179871618854,2.7277473148457863
198,147.3365470495167,136.2593770514139,6.044667857260782
199,146.85896511543822,140.17705105577878,2.9938800791185307
200,148.20834343777997,140.63287227655397,4.669855677938726
201,152.22229788984075,145.13705037086746,4.358548830078818
202,141.28204488296464,142.453834495855,5.412983632345765
203,143.03002177078193,141.59179519519353,3.0714092983782177
204,138.56854858725774,141.36577256529492,6.291127389572651
205,147.81726189765155,143.27581473494268,7.474592850269222
206,149.82593027982782,142.15229615746233,7.817226796670938
207,144.8063871794997,146.1558323499598,5.403607026194408
208,141.82704045764393,144.2275422669578,4.062679399480971
209,150.5920151687503,142.74059066708182,5.169417146469666
210,145.07740752319836,140.5203093193877,2.758074967802725
211,146.09657335677034,140.2265390299185,6.438561009278892
212,140.9271382432517,140.91611318285695,6.984985241387855
213,146.831460919918,144.61859675510115,5.657377235880152
214,149.70731771953658,138.0008884935272,5.154824646935802
215,150.7324735674926,142.5931832296968,0.1
216,147.4136579467966,142.27608459662628,6.544427515789885
217,146.0802380477038,136.291025667156,3.714938765958073
218,140.9200483655357,141.0002381831012,8.283590930966986
219,145.2442792038411,148.77765220380806,3.571114927749512
220,145.59314032900426,145.0666130260634,5.3345033776475335
221,144.0612229086088,143.06012215313646,6.744277893733009
222,140.92192487334663,139.607330929002,2.02283051946559
223,146.4917927621296,142.37283462783176,3.8657331077218586
224,150.7363933395258,150.21692528643595,7.296847565614276
225,145.55705427435743,141.59664847267447,6.030002247641043
226,148.0377017735963,136.96100920501374,6.673374195540813
227,147.14865746877834,136.23933171225954,3.76078605494747
228,142.088835347472,140.5810948133923,3.46182959036986
229,144.4589728421519,141.07356893523624,5.640374850565716
230,137.57472967765764,144.33794796952915,5.4960369461528655
231,142.2213023242985,142.73824180504937,5.131161493464934
232,145.88712499261518,146.57727980941374,5.853730354180084
233,142.1190163009992,140.75123611382014,1.3759527295967584
234,139.5953577975639,148.41545212111825,6.247094990376689
235,147.75745906774276,150.351767225211,5.7898820290302675
236,139.48298118213364,136.52612345916148,5.080420580016654
237,151.11672616035258,143.56344500555858,3.6671043900479514
238,141.55719814134886,146.83194683192028,7.112699087702996
239,140.67078178291672,142.5422942153309,8.232535463382812
240,140.24738678229326,144.47389618062132,7.318441386208869
241,149.70376439973288,146.79863352567574,11.799281898105086
242,148.69509785638854,136.35324084251678,14.66595446772095
243,148.23256486686017,142.44819463938802,19.736855331646375
244,143.8788280165756,144.62658457163056,22.30419092755376
245,143.72444831479064,148.39851936169563,22.761007545194083
246,143.18176945245398,148.66525083920806,28.278408303251695
247,148.9244539468531,145.1331519010899,31.9189288756024
248,148.98787627931463,142.21161119434487,36.23972045379375
249,148.058154230658,145.03532876306798,41.549833305771536
250,151.0881113481911,145.70698883379737,39.80998850544583
251,151.65085439137823,142.75110343352696,43.60378418160356
252,139.09503871745932,148.49063095367976,50.189396223887606
253,145.77562550461158,140.38483995649864,50.62117547762687
254,148.14356111532643,141.3521786597959,55.66980773514157
255,137.88254094685325,143.92699629782942,61.958027567932966
256,146.7787462689134,140.93443618916842,61.166184308954406
257,147.89681391940888,144.02236986565953,66.18179923213621
258,143.44555384953233,140.83347479922634,67.82651357867019
259,145.03266917936295,146.9594144795534,71.26632855364575
260,144.59301837314936,137.9481833612459,72.62679755996747
261,142.23080139785264,143.06297385392713,74.09421207672611
262,144.12951701782924,140.4643932921336,80.84296304095946
263,142.62966593203885,140.3817475608114,80.18836872733634
264,145.11835637346425,147.70648919619154,79.69491746837969
265,146.44374501082947,140.64098415849267,76.48820613420561
266,143.64874754931932,143.83591812586266,79.92677438321294
267,143.26180000963623,136.40367478738855,83.39928603538803
268,142.55712212929652,140.3606046368302,81.95816027848605
269,143.99151156987872,139.06717160823902,79.81841916140888
270,142.31104935307678,138.6397809001763,74.55068605399062
271,150.35127829666064,139.55542021639107,74.60378383303096
272,140.46477383396146,143.7450287537758,74.048549239496
273,152.49469745662535,132.4769726673976,75.89200277584361
274,146.25093256589932,145.26823294617262,73.9682031556227
275,140.70914455951623,141.01823333161312,69.94414148259563
276,142.13089146925583,136.88517617451672,65.92023625130632
277,147.32215690602837,137.46952935982688,61.29216508430312
278,144.19661558618836,138.6040465453708,60.787817894092136
279,143.38136897675187,142.25031187375,57.26953126276491
280,143.89484474091108,143.29486989150328,54.530907522765915
281,147.27999669300834,141.28496284321255,49.32387875786647
282,146.78684223737991,136.09933228119036,46.27866156555959
283,149.55997926219365,140.40649636179631,44.84134257400693
284,136.17862943443663,145.1322732635887,42.71385746660721
285,144.85336757440663,143.32896106584786,36.84760786066625
286,143.96504189512638,138.4443839191341,30.86065800962378
287,146.21282788825374,136.82707998511592,30.627517465616037
288,150.83390012196605,149.56061736099338,26.476881515314403
289,140.4301920849062,146.66570732990098,19.861507541770468
290,143.38896059582623,139.1036669809619,16.733780821289418
291,149.37146459516245,152.5379492385363,15.54674160441609
292,153.59063796943028,144.32469591757945,8.855671487944559
293,153.72622760047165,154.12804814596072,9.431325543971653
294,149.95453821930911,147.8534335704999,6.58641267361092
295,155.6734658898186,138.53815875902097,7.829913451441108
296,153.80992667694363,148.15628774011896,4.00065433693969
297,156.4879729878854,145.2481078224154,4.60275851443761
298,151.86283820871756,154.14945558967065,3.1199191832074855
299,145.14734146221326,142.6339751711119,6.570546200167408
300,142.8142617815731,144.5118901996281,4.62907173428494
301,139.57246933582812,139.90014118139334,7.101838599656888
302,146.61137111106882,142.8080659129107,3.3854391928766168
303,144.6495824965332,142.54024682864568,3.0396281537779535
304,142.72232186050056,140.23089232069063,6.585322574584693
305,141.547075128723,141.86324973117286,3.9210631029704404
306,142.62526878639753,142.21110754673623,6.03087793896645
307,147.87206074194455,142.3561948180645,7.077596465800473
308,146.74649977317748,138.15431709065928,6.888581713537999
309,142.0991901069248,131.7128140693759,3.057806784570615
310,145.2553150366682,134.38248477435516,5.544119694306771
311,146.15392351815055,145.59335202388493,2.7635757944264996
312,142.91636191066223,140.91066202995378,7.185912905079555
313,148.19811738540483,143.62429278807616,8.485350074057232
314,146.42246310699755,139.84634143431006,7.037477217478373
315,143.10836551322143,141.68473383482277,4.221688937938963
316,146.49760398820465,140.75016783061136,7.5595368972955175
317,148.63134733237368,143.45542395098184,5.186798523385538
318,151.23583906951723,139.82700204566484,6.7714254403138
319,145.23236661426083,140.68424278333802,4.48234827914982
320,148.10979211056366,136.65616210011106,3.5874754317142714
321,150.7779177184471,137.63889093567545,3.639013684346508
322,147.63866316499485,145.77016181930537,2.7559118113670023
323,146.0527721647865,141.48411446165045,5.007665893226518
324,143.773055618881,139.87628526961132,8.482826673756136
325,143.31113627108925,140.54434103021163,6.873651976619624
326,148.75872687804738,144.73794077659375,2.818862335160415
327,150.68983920594954,142.21204340251032,5.802446215697127
328,147.6072547767334,138.40652004623138,6.124652435854518
329,142.68379105402357,141.97073193238262,4.2134857733537645
330,149.33600800436722,143.21012605337458,5.278813812356407
331,144.22447038483722,143.69599630471066,3.654313784609508
332,152.3806807170252,139.93283670626658,7.26539044826202
333,150.26715508265283,136.51046122922975,10.272587615311949
334,145.35372496732418,140.93180530692553,1.608522469420604
335,140.85915601588923,142.60999560436986,7.145965820129775
336,146.37918629364734,142.07678966737657,4.8717519871218835
337,143.85045188289362,140.335713017506,6.828277693696975
338,141.1922189721388,139.67458890203176,5.0207669890115305
339,145.3389893015133,140.29830301666985,5.821326617446975
340,137.89802734413036,140.97321929367527,6.160181236082203
341,146.7488034090745,147.43225263957245,6.340293268332833
342,145.71325226163137,142.38253058662585,6.277349828782874
343,149.67211997742734,140.07582460291607,7.200997367482209
344,141.12387479590797,144.18290011154863,10.007416983024498
345,143.28703735682672,146.57314689893667,3.8959768316290084
346,149.622538886557,140.50497294560432,8.405133542507663
347,146.90024532656443,145.92283439024555,2.3291552577448877
348,138.86526891526188,144.89989506679836,4.973284311521902
349,149.22606784672524,138.0079481706469,3.258742823002122
350,148.74858752143845,149.02706621101822,4.240468529698617
351,143.24675908371032,145.11667521723436,1.8008473676137315
352,147.64592019275798,140.5303082068498,1.4214493812830593
353,143.0366058286842,144.9688311981758,6.946461384605229
354,143.26959662581496,151.29666119781535,3.2244184781168133
355,139.49657213274804,144.4615071339508,6.996444433910618
356,150.9193939546393,139.10943533691903,6.4314774778327255
357,141.8931134233162,144.30912277010037,5.258329891389611
358,135.16874824806226,141.29116849442846,4.605931513931682
359,137.90683648225462,144.5026664247161,6.5875060192026895
360,142.15171886737696,146.29410406413734,3.178174348521031
361,141.10699341137703,136.8524354631305,3.1080091832009593
362,151.08321771831763,141.76600576885707,5.574505695803866
363,140.2134468295051,141.48608502474974,1.1826892212326774
364,144.74492294841343,136.95177715839958,8.439853378186305
365,144.96997309325033,138.17637264516344,4.981150795243096
366,148.29043285365648,131.53836160333927,2.7995441322205243
367,139.41589765587045,136.26986992545747,8.73162224993535
368,140.01803574919404,139.94374583667326,2.411315230206498
369,140.58467992602476,141.1462070107202,5.270194882754132
370,146.16182272608134,143.97790746474072,7.161197060723289
371,145.64474903649176,139.38229199087286,5.318982127241211
372,147.82905251268338,141.5265356788545,4.911430509520954
373,143.0576743667555,138.33989956325914,3.873259501796495
374,148.69770764478662,140.66150402074433,2.744042747460232
375,146.12958093441625,140.05225308983552,3.9582294032552623
376,147.4002134116388,148.2646225807548,3.2492801808890714
377,146.7157717954407,146.86595736877476,4.006969652529819
378,145.6855873599985,144.34484891096167,6.9894982784291795
379,146.02375697366662,145.01021847192968,7.750733031494702
380,141.2348611537439,138.96453622756223,6.412696044976653
381,144.9517360480706,142.7099036658096,8.952747753763688
382,145.23758612820302,142.04277836403315,4.9376431438824975
383,143.27485669432164,135.42118317916834,3.061779724356054
384,147.2159996078727,140.7900480618894,5.155572747976435
385,141.84245852341786,147.49497253897118,3.4495074219149826
386,146.63683938206168,149.7718568519504,6.33325152928681
387,148.7790877000096,141.4798119354336,5.430358594807561
388,146.14162542254888,137.95723689169088,3.091287983381523
389,145.30697971119133,145.06968593961972,5.761256912838545
390,144.6475411138184,140.25234389104563,7.358402195668848
391,149.5220823499932,142.14731096493023,2.83055430027162
392,142.47613382337272,140.4083366744973,5.556247154145279
393,146.05764017859525,147.74058688576432,3.978856800925712
394,141.5771549306236,143.0024139153277,1.9949601479681882
395,139.18553822729103,145.2517343698728,4.3736634907710075
396,146.4971513573289,138.17768396145783,4.76710061887895
397,147.27980059380792,140.9757623104157,5.2967846807334436
398,142.7834976114411,143.23192901826187,8.708986059272126
399,145.0283888751981,142.47012810352084,2.3911313585743734
400,150.22437863654883,141.12547031219998,5.483025711071131
401,150.1842447181609,138.79431803836613,9.951643865437202
402,144.5140689536878,146.99280425803607,8.403541916956822
403,151.35737983772606,142.953734004658,5.535181746385895
404,150.65619862454597,143.07323216035624,7.973567568868994
405,139.86050729961548,140.70396777080796,3.251214866076465
406,143.60380942909805,138.19119501609572,3.2329854595404948
407,147.68141950205862,137.94462153515238,7.6878259593318035
408,144.43115643935937,145.87593362849358,7.252919216252093
409,149.97737527414148,141.68757049150835,4.744783926134525
410,146.54314946775833,142.00326364605516,8.366094304662528
411,150.43936600684583,149.4155464687548,5.754313599463021
412,143.85190194915594,140.36839831256756,5.798748968331871
413,140.02650148268808,139.98475432236503,6.938341856251556
414,147.74802277454373,141.0017215973806,7.754952052165321
415,140.66285104454988,146.01484061986827,3.8951229739284323
416,148.93016637551165,138.9529208488293,5.525426264576193
417,144.54922071039607,141.14379783812183,2.618323338772111
418,153.3223951075285,143.6236096743532,7.403691936575717
419,143.15726283808837,144.55964387606275,1.6574810669242481
420,139.7181531294608,135.19198313502514,4.028856686704316
421,151.6657940222522,141.91461797044133,3.955554556565634
422,147.0709834622005,141.0810843457122,7.838192939117878
423,148.19792506458674,142.13467919532118,4.78821057170774
424,147.42985734732028,139.3781516713321,7.598975108147947
425,142.27383741663516,143.0695267775664,4.655636454811718
426,140.51176666175198,142.06221042879542,8.490799473689385
427,148.11841804526955,137.0632951839089,6.210925321990279
428,143.31099732276525,145.40094893690923,5.676782744076242
429,137.14786768103292,145.60692416843946,3.7509612982314566
430,140.51577071659509,139.23438342542693,5.250873088164429
431,142.7311188316793,143.7381775938227,5.308374401654354
432,147.3932309630134,141.22957590691826,7.308622987672764
433,141.61623989896887,135.75141962181218,9.275547220478433
434,141.31269771970614,140.8289053900759,7.328231151984394
435,148.13452671059656,137.88105984228656,6.055837578185179
436,143.10706350049932,140.35772909488753,5.19221346909189
437,148.20259001671113,139.23111083273554,2.0505849618401135
438,139.7038082005079,142.1831347792384,3.2513314002463596
439,150.23306051388323,139.34324759138136,7.566858243277383
440,144.04807545325795,142.22346162707154,7.518719342161813
441,147.61242447230754,141.2181308304122,7.299051347736505
442,147.79520897152213,142.81432717610954,7.437007521341988
443,142.35083621949747,139.36330874516244,5.950961736369428
444,144.56929441405006,143.13290846615612,5.170728615440941
445,144.41327773807097,140.16706368406616,8.12271523263198
446,146.2598893841492,137.69854605213493,5.592896499150006
447,146.78700432094183,142.3548228506571,5.7755360541021785
448,145.31726718739156,142.66836129370424,5.274064183441455
449,144.0365959448823,142.62933542200724,6.24807850464396
450,143.25220927369728,139.44344010806682,5.184115530551335
451,146.15752414690667,140.7887907726267,3.4430326976472188
452,148.95021426691974,138.6205170524538,2.745643983090429
453,144.1588061755822,140.90539090588456,4.30711487506202
454,142.42229732506283,142.74885172292463,6.3467187747084655
455,147.26193508056363,144.72757409998428,9.508888009732436
456,142.14878402669635,141.7956838229206,4.166834159880178
457,144.88395631331358,146.36206797291317,7.552577738156355
458,143.61420579278382,143.6889174464648,6.92626950257055
459,146.54551076104167,143.55731119824324,6.521112097029426
460,146.4515756363092,138.20826991778463,2.02885006636531
461,142.6988130325269,138.4423558648301,6.7486935543512585
462,145.41044012831682,138.16950438779983,4.759739652204056
463,139.28811579908026,139.4252188756789,6.715368983483241
464,147.16892676588083,139.06788432367958,3.8994480352064493
465,151.88805464421648,148.34856833260577,4.503283901727165
466,149.8851997754881,141.36183814390424,5.29523520657353
467,149.40883878677127,143.02621056832152,5.99201614311106
468,150.14473708796632,148.7125570128936,5.5118553342600345
469,143.15785130428395,135.77323482994794,2.711656584206034
470,143.92168726573803,146.22950856239052,2.0136203423364774
471,142.253863385772,145.7165765299753,6.4211196264726444
472,146.77652324436434,146.35032450065046,3.9221802736220237
473,144.0907083518783,141.5197195323527,6.102919714144759
474,139.60487062812047,143.3517539263092,6.073935420446912
475,147.60083457071724,144.626994224047,3.381258308135743
476,147.48378924119842,139.78811884164466,6.668945505123973
477,147.13793147393864,137.48098682918425,9.474018134361373
478,143.1181430595539,150.26890988368916,4.359184864472219
479,145.44788371659564,139.84528738699944,4.547095717202744
480,144.9981740651726,150.18541846496151,6.1742689649875855
481,145.6842310003817,140.66682886755578,2.3401805005350518
482,148.47011748278484,138.1342569977219,1.321841989625392
483,144.89973558329154,142.2095285425138,2.6049863702913965
484,144.85195692072432,145.02156717011846,6.430796716387358
485,145.9827785082053,138.63918516758724,5.5063232078535975
486,141.8617907185691,142.78123519676964,4.083296086931247
487,143.3493563806276,135.5427785076952,7.211281738176088
488,145.76812182435904,144.86204946672584,2.0250255943243953
489,144.9128856702819,140.10723971789275,1.7317704835007257
490,148.41680104506963,138.71535001852877,3.592315507119733
491,141.40415409806306,134.79487335762693,3.445899157323762
492,144.8155691955666,144.2144851092461,9.977616189516926
493,146.7956907509473,146.90211917199446,5.007221718159178
494,144.23872138711835,137.5597379852121,3.3321478677462153
495,141.52459528541206,143.43098524280742,7.073855128055406
496,140.25323947743288,145.43835730227468,5.737960082355691
497,146.18226007156073,140.68798471152417,2.1698024849790216
498,141.7060876692866,147.25351523052177,8.32974038395304
499,144.4024164826004,135.26056564609397,6.694265482688136
500,145.68364433549385,141.00983778462046,3.3552526995942906
501,142.69151891234995,137.57978985459474,6.415398306062388
502,141.77554883903778,135.89490315121907,2.8007017970638164
503,143.41499432124203,150.60308976306715,6.6029728274166795
504,144.2709406265291,142.3333702267065,5.550796009440001
505,150.56721482844011,139.99700841225936,5.1339688983949525
506,142.00882743729915,138.87821122425063,5.283734807999592
507,143.00676777387412,139.609082598139,5.686229540032686
508,144.64305224832262,146.36857070096715,9.006420858215808
509,151.341470816731,147.81961606749715,3.315995288358753
510,143.8709747460472,142.93014909477594,1.922467250809611
511,152.02703707186657,150.68030334335748,6.965771240610448
512,152.0159430865081,153.14679861180747,7.20351311661341
513,151.69566067601704,146.38477598304854,4.692815273516338
514,148.25275155794742,148.35421418555583,6.28191208563412
515,147.16054825845188,151.0997628883651,4.220297917350851
516,151.3166695116377,147.12511210180085,6.406122096723598
517,159.64767114593437,145.70766338075464,5.797968692524041
518,147.82771089379295,138.61512545398253,2.9494064142819267
519,145.00024922739726,144.85949588306042,4.603924260150758
520,143.3840948432148,139.05824134100212,1.4958810825548463
521,145.59441054441132,141.47605543258476,5.11673853541154
522,141.74854043945402,144.27382923673846,6.499345032341575
523,144.56307931381062,136.93803618013354,4.279686108992545
524,147.3341513008278,142.06662775157812,7.628781890563525
525,145.24787266592978,141.731612702648,2.784458264253196
526,141.8450431104358,141.7564633910516,6.406579972558531
527,146.11490200587178,146.19830216657917,1.7774408268527897
528,146.2173384827181,141.69133583771222,4.7134468158111025
529,155.312482149477,149.0638326515169,7.006196838501804
530,143.11298470865455,142.98525193099036,8.342920133932576
531,149.195588184607,146.03214782841866,4.946264985016606
532,141.14525443427715,142.49026665120115,7.208857364826691
533,146.98340416342597,133.740516128573,4.20729522988189
534,149.67321322131457,148.8303960132413,9.243010411998537
